a9a338de-6ddd-11ea-9ba4-ccda262736ce	How many elements, in total, are joined together to form magnesium chloride?	start physical_unit 2 2 number none qc_end substance 10 11 qc_end end
abef1bf1-6ddd-11ea-a7a5-ccda262736ce	How many moles of KCl are produced from 2.50 moles of K and excess Cl2?	start physical_unit 4 4 mole mol qc_end physical_unit 11 11 8 9 mole qc_end c_other OTHER qc_end end
aaf3983f-6ddd-11ea-81d9-ccda262736ce	What is the formula for silver acetate?	start chemical_formula qc_end substance 5 6 qc_end end
a9fddca8-6ddd-11ea-82e1-ccda262736ce	What is the empirical formula for the compound that is made of 1.85 moles of nitrogen and 4.63 moles of oxygen?	start chemical_formula qc_end physical_unit 15 15 12 13 mole qc_end physical_unit 20 20 17 18 mole qc_end end
aada5f6e-6ddd-11ea-b689-ccda262736ce	Suppose 0.440 kg of ethane are burned in air at a pressure of exactly 1 atm and a temperature of 13.0 °C. What is the volume of carbon dioxide gas that is produced?	start physical_unit 27 29 volume l qc_end physical_unit 4 4 1 2 mass qc_end physical_unit 4 4 14 15 pressure qc_end physical_unit 4 4 20 21 temperature qc_end end
aad42710-6ddd-11ea-82e8-ccda262736ce	At 25 °C, 3 M of a gas occupy a volume of 4.0 L at 1.9 kPa. If the volume decreases to 2.0 L, what will the new pressure be?	start physical_unit 7 7 pressure kpa qc_end physical_unit 7 7 12 13 volume qc_end physical_unit 7 7 15 16 pressure qc_end physical_unit 7 7 1 2 temperature qc_end physical_unit 7 7 3 4 molarity qc_end physical_unit 7 7 22 23 volume qc_end end
abf9a66d-6ddd-11ea-8b48-ccda262736ce	How many gold atoms are there in a 5.37 mol quantity of the metal?	start physical_unit 2 3 number none qc_end physical_unit 2 2 8 9 mole qc_end end
abda6a29-6ddd-11ea-82b4-ccda262736ce	How do you balance NaCl -> Na + Cl2?	start chemical_equation qc_end chemical_equation 4 8 qc_end end
a8982e50-6ddd-11ea-b9dc-ccda262736ce	How many moles of oxygen are lost in the following problem? A cylinder with a moveable piston records a volume of 12.7 L when 3.5 mol of oxygen is added. The gas in the cylinder has a pressure of 5.83 atm. The cylinder develops a leak, and the volume of the gas is now recorded to be 12.1 L at the same pressure.	start physical_unit 4 4 mole mol qc_end physical_unit 4 4 24 25 mole qc_end physical_unit 30 31 39 40 pressure qc_end c_other OTHER qc_end physical_unit 30 31 57 58 volume qc_end c_other OTHER qc_end end
aa717522-6ddd-11ea-85a0-ccda262736ce	What is the volume of 2.00 moles of chlorine (Cl2) at STP, to the nearest tenth of a liter?	start physical_unit 9 9 volume l qc_end physical_unit 9 9 5 6 mole qc_end c_other STP qc_end end
a893c042-6ddd-11ea-897a-ccda262736ce	How do you calculate the pressure in atmospheres of 1.00 mol of argon in a 500 L container at 29.0 °C?	start physical_unit 12 12 pressure atm qc_end physical_unit 12 12 9 10 mole qc_end physical_unit 17 17 15 16 volume qc_end physical_unit 12 12 19 20 temperature qc_end end
a83d7341-6ddd-11ea-b037-ccda262736ce	What is the formula for tin (IV) nitride?	start chemical_formula qc_end substance 5 7 qc_end end
ac42c124-6ddd-11ea-842c-ccda262736ce	If you wish to warm 100 kg of water by 20 degrees C for your bath how much heat is required?	start physical_unit 8 8 heat_energy j qc_end physical_unit 8 8 5 6 mass qc_end physical_unit 8 8 10 12 temperature qc_end end
abfb2aee-6ddd-11ea-b4af-ccda262736ce	What weight of potassium permanganate is required to produce 300 mL of solution such that 5 mL of this solution diluted to 250 mL gives a 0.01% w/v solution?	start physical_unit 3 4 mass g qc_end physical_unit 12 12 9 10 volume qc_end physical_unit 12 12 15 16 volume qc_end physical_unit 12 12 22 23 volume qc_end end
ac34ae98-6ddd-11ea-925e-ccda262736ce	How do you balance FeO3(s) + CO(g) -> Fe(l) + CO2(g)?	start chemical_equation qc_end chemical_equation 4 10 qc_end end
aca5a95e-6ddd-11ea-80f0-ccda262736ce	How many moles of xenon do 5.66 × 10^23 atoms equal?	start physical_unit 4 4 mole mol qc_end end
ab7115fb-6ddd-11ea-a30b-ccda262736ce	Under conditions of NTP, what volume of SO2(g) results from burning a 10 g mass of elemental sulfur?	start physical_unit 7 7 volume l qc_end physical_unit 16 17 12 13 mass qc_end c_other OTHER qc_end end
ac2771f4-6ddd-11ea-9e6d-ccda262736ce	What is the empirical formula for the compound that has 46 grams of sodium, 64 grams of sulfur, and 48 grams of oxygen?	start chemical_formula qc_end physical_unit 13 13 10 11 mass qc_end physical_unit 17 17 14 15 mass qc_end physical_unit 22 22 19 20 mass qc_end end
a8c2741a-6ddd-11ea-a3aa-ccda262736ce	What mass of alumina will result if 14 mol of aluminum metal are oxidized?	start physical_unit 3 3 mass g qc_end physical_unit 10 11 7 8 mole qc_end end
a90be606-6ddd-11ea-9450-ccda262736ce	How many water molecules are present in 54 grams of water?	start physical_unit 2 3 number none qc_end physical_unit 2 2 7 8 mass qc_end end
a86a3412-6ddd-11ea-a1f7-ccda262736ce	How many moles of CH4 contain 1.5 × 10^23 particles?	start physical_unit 4 4 mole mol qc_end end
ad07ef06-6ddd-11ea-92e0-ccda262736ce	What is the mass percent of a solution that is 10.5 mol/L with respect to NaOH, and for which ρsolution = 1.33 g/mL?	start physical_unit 7 7 mass_percent none qc_end physical_unit 15 15 10 11 molarity qc_end end
a9cdc094-6ddd-11ea-adf2-ccda262736ce	What is the specific heat capacity of substance if 2.41 × 10^4 J are needed to change the temperature of 105.0 g of it from 25.00 °C to 250.0 °C?	start physical_unit 7 7 specific_heat_capacity j/(°c_·_g) qc_end physical_unit 7 7 20 21 mass qc_end physical_unit 7 7 25 26 temperature qc_end physical_unit 7 7 28 29 temperature qc_end physical_unit 7 7 9 12 energy qc_end end
a9f689b7-6ddd-11ea-b8e6-ccda262736ce	A sample of carbon dioxide gas at a pressure of 1.07 atm and a temperature of 166 °C, occupies a volume of 686 mL. If the gas is heated at constant pressure until its volume is 913 mL, the temperature of the gas sample will be ? °C.	start physical_unit 41 43 temperature °c qc_end physical_unit 1 5 16 17 temperature qc_end physical_unit 1 5 10 11 pressure qc_end physical_unit 1 5 22 23 volume qc_end physical_unit 41 43 36 37 volume qc_end c_other OTHER qc_end end
ab32414d-6ddd-11ea-b70e-ccda262736ce	What is the balanced chemical equation that describes the reaction between ammonia and hydrochloric acid?	start chemical_equation qc_end substance 11 11 qc_end substance 13 14 qc_end end
ab9b1f74-6ddd-11ea-9ae8-ccda262736ce	What is the molarity of a solution composed of 5.85 g of potassium iodide, KI, dissolved in enough water to make 0.125 L of solution?	start physical_unit 14 14 molarity mol/l qc_end physical_unit 14 14 9 10 mass qc_end physical_unit 6 6 21 22 volume qc_end c_other OTHER qc_end end
aa7cb2b0-6ddd-11ea-9959-ccda262736ce	On hot days you may have noticed that potato chip bags seem to inflate even though they have not been opened. If I have a 250 mL bag at a temperature of 19 F and I leave it in my car which has a temperature of 60 F what will the new voulume of the bag be?	start physical_unit 54 55 volume ml qc_end physical_unit 54 55 25 26 volume qc_end physical_unit 54 55 32 33 temperature qc_end physical_unit 54 55 46 47 temperature qc_end end
ac2af880-6ddd-11ea-a29b-ccda262736ce	What volume (in mL) of 0.220 M ethanol solution contains 2.90 × 10^(-3) mol ethanol?	start physical_unit 7 8 volume ml qc_end physical_unit 7 8 5 6 molarity qc_end physical_unit 7 7 10 13 mole qc_end end
ac11a166-6ddd-11ea-ac2e-ccda262736ce	What is the volume in the liters occupied by 4 moles of SO2 at 6 atmospheres and 270 °C?	start physical_unit 12 12 volume l qc_end physical_unit 12 12 9 10 mole qc_end physical_unit 12 12 14 15 pressure qc_end physical_unit 12 12 17 18 temperature qc_end end
a8e138d3-6ddd-11ea-8e7e-ccda262736ce	What is the mass of 4.30 moles of sodium?	start physical_unit 8 8 mass g qc_end physical_unit 8 8 5 6 mole qc_end end
a83de968-6ddd-11ea-b0ae-ccda262736ce	What is the chemical formula for the combination of cobalt (II) and chlorine?	start chemical_formula qc_end substance 9 10 qc_end substance 12 12 qc_end end
aadc8208-6ddd-11ea-809c-ccda262736ce	A mixture of gases with a pressure of 800.0 mmHg contains 60% nitrogen and 40% oxygen by volume. What is the partial pressure of oxygen in this mixture?	start physical_unit 15 15 partial_pressure atm qc_end end
a8bccf68-6ddd-11ea-97fb-ccda262736ce	Write the net ionic equation that describes the reaction that occurs when a solution of barium nitrate is added to a flask containing sulfate ions?	start chemical_equation qc_end substance 15 16 qc_end substance 23 24 qc_end end
a837d30a-6ddd-11ea-826f-ccda262736ce	What is the mass of 7 mol H2O2?	start physical_unit 7 7 mass g qc_end physical_unit 7 7 5 6 mole qc_end end
acad8ec0-6ddd-11ea-9aa3-ccda262736ce	At 430 °C, an equilibrium mixture consists of 0.020 moles of O2, 0.040 moles of NO, and 0.96 moles of NO2. Calculate Kp for the reaction, given the total pressure is 0.20 atm? 2 NO(g) + O2(g) <=> 2 NO2(g)	start physical_unit 24 25 kp none qc_end physical_unit 24 25 1 2 temperature qc_end physical_unit 11 11 8 9 mole qc_end physical_unit 15 15 12 13 mole qc_end physical_unit 20 20 17 18 mole qc_end chemical_equation 33 39 qc_end end
acf20158-6ddd-11ea-9f35-ccda262736ce	How would you calculate the molar solubility of Mn(OH)2 (Ksp = 1.6 × 10^(-13)) in pure water?	start physical_unit 8 8 molal_solubility none qc_end physical_unit 8 8 11 13 equilibrium_constant_k qc_end substance 15 16 qc_end end
aa72f007-6ddd-11ea-b2a2-ccda262736ce	375 mL of a 0.455 M sodium chloride (NaCl) solution is diluted with 1.88 L of water. What is the new concentration in molarity?	start physical_unit 8 8 concentration mol/l qc_end physical_unit 9 9 0 1 volume qc_end physical_unit 8 8 4 5 concentration qc_end physical_unit 16 16 13 14 volume qc_end end
ac590d6e-6ddd-11ea-b159-ccda262736ce	A 7.96 grams sample of silver reacts with oxygen to form 8.55 grams of the metal oxide. What is the formula of the oxide?	start chemical_formula qc_end physical_unit 3 5 1 2 mass qc_end physical_unit 15 16 11 12 mass qc_end substance 8 8 qc_end end
a8d9098a-6ddd-11ea-8c92-ccda262736ce	How many moles of methane CH4 are there in 80 grams of methane?	start physical_unit 5 5 mole mol qc_end physical_unit 4 4 9 10 mass qc_end end
a8485a58-6ddd-11ea-8a9b-ccda262736ce	A 25.0 g sample of an aluminum/mercury amalgam used for filling cavities is 7.00% mercury by mass. What is the mass of aluminum in the 25.0 g sample? (Use correct numbers of significant figures)	start physical_unit 6 6 mass g qc_end physical_unit 6 7 1 2 mass qc_end end
a8f7ef94-6ddd-11ea-8eda-ccda262736ce	How many mL of a 0.124 moles/L solution of potassium permanganate contain 0.722 g of the salt?	start physical_unit 7 7 volume ml qc_end physical_unit 9 10 5 6 molarity qc_end physical_unit 15 16 12 13 mass qc_end end
a8aaf0a8-6ddd-11ea-bdc1-ccda262736ce	If the theoretical yield for a chemical reaction is 100 g and the percentage yield is 70.0%, what is the actual yield?	start physical_unit 6 7 actual_yield g qc_end physical_unit 5 7 9 10 theoretical_yield qc_end physical_unit 5 7 16 16 percent_yield qc_end end
ab44b709-6ddd-11ea-a585-ccda262736ce	What is the equation for aluminum bromide plus chlorine gas yields aluminum chloride and bromine gas?	start chemical_equation qc_end substance 5 6 qc_end substance 8 9 qc_end substance 11 12 qc_end substance 14 15 qc_end end
aa0cfd5a-6ddd-11ea-bbb7-ccda262736ce	How do you write a balanced equation for the complete combustion of C4H8?	start chemical_equation qc_end chemical_equation 12 12 qc_end end
ac3b2d78-6ddd-11ea-9e45-ccda262736ce	Hydrogen sulfide reacts with sulfur dioxide to give H2O and S, H2S + SO2 -> H2O + S(solid), unbalanced. If 6.0 L of H2S gas at 750 torr produced 3.2 g of sulfur, what is the temperature in Celsius?	start physical_unit 23 24 temperature °c qc_end chemical_equation 11 17 qc_end physical_unit 23 24 20 21 volume qc_end physical_unit 23 24 26 27 pressure qc_end physical_unit 4 4 29 30 mass qc_end end
acda8524-6ddd-11ea-b1b4-ccda262736ce	What is the mass in grams of 1.02 × 10^24 atoms manganese?	start physical_unit 11 11 mass g qc_end end
ab6e1a52-6ddd-11ea-be37-ccda262736ce	What is the pH of a solution with [OH-] = 2.0 × 10^(-10) M?	start physical_unit 6 6 ph none qc_end physical_unit 6 6 10 13 [oh-] qc_end end
a840ff0b-6ddd-11ea-9355-ccda262736ce	How do you determine the mass of potassium in 33.5 g of KCl?	start physical_unit 7 7 mass g qc_end physical_unit 12 12 9 10 mass qc_end end
ac38131c-6ddd-11ea-a26f-ccda262736ce	If 2.54 L of hydrogen reacts with 3.13 L of oxygen at temperatures above 100 degrees Celsius, how many L of H2O(g) will form?	start physical_unit 21 21 volume l qc_end physical_unit 4 4 1 2 volume qc_end physical_unit 10 10 7 8 volume qc_end end
aa45423a-6ddd-11ea-8ea2-ccda262736ce	How do you determine the mass of 5.20 moles of C6H12 (gram-formula mass = 84.2 grams/mole)?	start physical_unit 10 10 mass g qc_end physical_unit 10 10 15 15 molar_mass qc_end physical_unit 10 10 7 8 mole qc_end end
ac6461fa-6ddd-11ea-ad7f-ccda262736ce	What mass of potassium hydroxide is required to react completely with 2.70 g of sulfuric acid to produce potassium sulfate and water?	start physical_unit 3 4 mass g qc_end physical_unit 14 15 11 12 mass qc_end c_other OTHER qc_end substance 18 19 qc_end substance 21 21 qc_end end
a8c5cefa-6ddd-11ea-a28f-ccda262736ce	How do you balance K + MgBr2 -> KBr + Mg?	start chemical_equation qc_end chemical_equation 4 10 qc_end end
a9cac47a-6ddd-11ea-9d29-ccda262736ce	Consider the following unbalanced half-reaction: CrO2 + ? OH- -> CrO4^2- + ? H2O + 3 e-. If the equation were balanced, what would be the coefficient of the water molecule?	start physical_unit 28 30 coefficient none qc_end chemical_equation 5 16 qc_end end
aac6a81d-6ddd-11ea-83fa-ccda262736ce	A laboratory procedure calls for making 453.3 ml of a 2.62 M salt solution. If the molar mass of the salt is 218 g/mol what mass is required?	start physical_unit 19 20 mass g qc_end physical_unit 19 20 22 23 molar_mass qc_end physical_unit 12 13 6 7 volume qc_end physical_unit 12 13 10 11 molarity qc_end end
a8fd6246-6ddd-11ea-b102-ccda262736ce	The ionization energy of aluminum is 577.6 kJ/mol. What is the longest wavelength of light to which a single photon could ionize an aluminum atom?	start physical_unit 14 14 longest_wavelength m qc_end physical_unit 4 4 6 7 ionization_energy qc_end end
a8ac2974-6ddd-11ea-ac22-ccda262736ce	What is the pH of a solution of sulfuric acid of 5.98 mol/L concentration?	start physical_unit 6 6 ph none qc_end physical_unit 8 9 11 12 concentration qc_end end
ace5db5d-6ddd-11ea-b500-ccda262736ce	What is the balanced equation for this reaction: K3PO4 + Ca(NO3)2 -> Ca3(PO4)2 + KNO3?	start chemical_equation qc_end chemical_equation 8 14 qc_end end
a8d95730-6ddd-11ea-88fd-ccda262736ce	How much calcium hydroxide (Ca(OH)2), in grams, is needed much produce 1.5 L of a 0.25 M solution?	start physical_unit 4 4 mass g qc_end physical_unit 17 17 11 12 volume qc_end physical_unit 4 4 15 16 molarity qc_end end
a875d108-6ddd-11ea-b06d-ccda262736ce	How would you calculate the standard enthalpy change for the reaction 2 A + B = 2 C + 2 D, if A = - 269 kJ/mol, B = - 411 kJ/mol, C = 189 kJ/mol, D = - 481 kJ/mol?	start physical_unit 9 10 standard_enthalpy_change kj qc_end physical_unit 12 12 24 26 standard_enthalpy qc_end physical_unit 14 14 29 31 standard_enthalpy qc_end physical_unit 17 17 34 35 standard_enthalpy qc_end physical_unit 20 20 38 40 standard_enthalpy qc_end chemical_equation 11 20 qc_end end
ab5451b8-6ddd-11ea-8ff6-ccda262736ce	What is the empirical formula for a compound which contains 0.0134 g of iron, 0.00769 g of sulfur and 0.0115 g of oxygen?	start chemical_formula qc_end physical_unit 13 13 10 11 mass qc_end physical_unit 17 17 14 15 mass qc_end physical_unit 22 22 19 20 mass qc_end end
a9daeb00-6ddd-11ea-8702-ccda262736ce	How do barium nitrate and sodium carbonate react in aqueous solution?	start chemical_equation qc_end substance 2 3 qc_end substance 5 6 qc_end end
a8e3cf7a-6ddd-11ea-9d96-ccda262736ce	Ten grams of a gas occupies 12.5 liters at a pressure of 42.0 cm Hg. What is the volume when the pressure has increased to 75.0 cm Hg?	start physical_unit 4 4 volume l qc_end physical_unit 4 4 6 7 volume qc_end physical_unit 4 4 12 14 pressure qc_end physical_unit 4 4 25 27 pressure qc_end end
ab6d309e-6ddd-11ea-b503-ccda262736ce	What is the empirical formula for perfluoropropane if the compound contains 81% fluorine and 19% carbon by mass?	start chemical_formula qc_end end
aa7a1a94-6ddd-11ea-92a2-ccda262736ce	What is the boiling point of an ionic solution containing 29.7 g Na2SO4 and 84.4 g water, assuming 100% ionization?	start physical_unit 7 8 boiling_point_temperature °c qc_end physical_unit 12 12 10 11 mass qc_end physical_unit 16 16 14 15 mass qc_end c_other OTHER qc_end end
ac94db98-6ddd-11ea-a2f7-ccda262736ce	What mass of dihydrogen gas results from the oxidation of 20 g sodium metal by a mass of 10 g of water?	start physical_unit 3 4 mass g qc_end physical_unit 12 13 10 11 mass qc_end physical_unit 21 21 18 19 mass qc_end end
a8f3d0ca-6ddd-11ea-bffd-ccda262736ce	How much energy is absorbed as heat by 21 g of gold when it is heated from 25 °C to 35 °C?	start physical_unit 11 11 heat_energy j qc_end physical_unit 11 11 8 9 mass qc_end physical_unit 11 11 17 18 temperature qc_end physical_unit 11 11 20 21 temperature qc_end end
a8d22b47-6ddd-11ea-978b-ccda262736ce	How many grams of NaCl are in 225 mL of a 0.75 M NaCl solution? (The molecular weight of NaCl is 58.44 g.)	start physical_unit 4 4 mass g qc_end physical_unit 13 14 11 12 molarity qc_end physical_unit 13 14 7 8 volume qc_end physical_unit 4 4 21 22 molecular_weight qc_end end
ac27995d-6ddd-11ea-9911-ccda262736ce	When solid silver chloride (MM = 143.3 g/mol) is added to 100 mL of H2O, 1.9 × 10^(-4) grams dissolves. What is the Ksp for silver chloride?	start physical_unit 2 3 equilibrium_constant_k none qc_end physical_unit 2 3 6 7 molar_mass qc_end physical_unit 14 14 11 12 volume qc_end physical_unit 2 3 15 18 mass qc_end end
